"","Phero_genes","Food_genes","interxn_genes","allDEG","Food_down","Food_up","EBO_down","EBO_up","BP_up","BP_down","BPvEBO_up","BPvEBO_down","background"
"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654866"
"1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654871"
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654884"
"1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654889"
"1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654890"
"1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654896"
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654911"
"1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654917"
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654919"
"1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654920"
"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654925"
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654947"
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654949"
"1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654952"
"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654955"
"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654959"
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654964"
"1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654965"
"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654968"
"1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654970"
"1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654975"
"1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654987"
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654992"
"1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654993"
"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654994"
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654998"
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655004"
"1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655008"
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655018"
"1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655020"
"1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655030"
"1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655034"
"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655038"
"1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655046"
"1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655047"
"1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655049"
"1286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655050"
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655052"
"1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655053"
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655054"
"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655070"
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655071"
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655072"
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655088"
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655089"
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655090"
"1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655094"
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655097"
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655100"
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655107"
"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655111"
"1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655112"
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655120"
"1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655124"
"1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655126"
"1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655127"
"1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655130"
"1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655141"
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655144"
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655145"
"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655148"
"1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655152"
"1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655156"
"1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655173"
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655174"
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655181"
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655185"
"1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655188"
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655200"
"1319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655203"
"1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655217"
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655219"
"1322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655220"
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655228"
"1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655238"
"1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655240"
"1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655241"
"1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655243"
"1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655244"
"1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655259"
"1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655263"
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655272"
"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655275"
"1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655278"
"1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655280"
"1335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655284"
"1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655291"
"1337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655292"
"1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655299"
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655329"
"1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655330"
"1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655332"
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655339"
"1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655352"
"1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655354"
"1345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655356"
"1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655357"
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655363"
"1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655371"
"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655388"
"1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655396"
"1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655399"
"1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655407"
"1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655411"
"1354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655420"
"1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655426"
"1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655432"
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655438"
"1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655440"
"1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655446"
"1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655447"
"1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655452"
"1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655455"
"1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655461"
"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655462"
"1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655464"
"1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655465"
"1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655466"
"1368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655469"
"1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655470"
"1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655479"
"1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655481"
"1372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655496"
"1373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655503"
"1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655522"
"1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655523"
"1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655526"
"1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655530"
"1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655540"
"1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655559"
"1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655560"
"1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655564"
"1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655567"
"1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655568"
"1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655581"
"1385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655591"
"1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655600"
"1387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655603"
"1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655612"
"1389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655617"
"1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655618"
"1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655621"
"1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655645"
"1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655648"
"1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655652"
"1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655660"
"1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655661"
"1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655663"
"1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655673"
"1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655674"
"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655676"
"1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655679"
"1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655688"
"1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655689"
"1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655699"
"1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655706"
"1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655710"
"1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655737"
"1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655740"
"1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655746"
"1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655751"
"1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655765"
"1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655778"
"1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655779"
"1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655785"
"1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655790"
"1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655792"
"1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655796"
"1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655798"
"1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655814"
"1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655817"
"1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655824"
"1422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655825"
"1423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655836"
"1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655838"
"1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655840"
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655841"
"1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655865"
"1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655868"
"1429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655877"
"1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655878"
"1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655881"
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655893"
"1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655896"
"1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655898"
"1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655904"
"1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655905"
"1437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655942"
"1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655946"
"1439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655948"
"1440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655950"
"1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655968"
"1442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655971"
"1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655980"
"1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655983"
"1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102655994"
"1446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656006"
"1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656008"
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656010"
"1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656011"
"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656014"
"1451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656021"
"1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656022"
"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656027"
"1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656029"
"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656037"
"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656040"
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656043"
"1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656044"
"1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656050"
"1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656055"
"1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656072"
"1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656074"
"1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656087"
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656089"
"1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656092"
"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656093"
"1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656106"
"1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656107"
"1469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656121"
"1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656130"
"1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656131"
"1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656132"
"1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656134"
"1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656136"
"1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656137"
"1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656142"
"1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656151"
"1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656154"
"1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656166"
"1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656183"
"1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656190"
"1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656197"
"1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656198"
"1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656199"
"1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656215"
"1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656224"
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656228"
"1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656244"
"1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656247"
"1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656248"
"1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656249"
"1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656258"
"1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656261"
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656263"
"1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656283"
"1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656287"
"1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656291"
"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656292"
"1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656299"
"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656302"
"1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656311"
"1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656315"
"1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656318"
"1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656321"
"1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656327"
"1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656332"
"1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656337"
"1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656347"
"1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656354"
"1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656356"
"1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656359"
"1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656360"
"1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656369"
"1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656384"
"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656388"
"1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656390"
"1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656397"
"1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656403"
"1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656404"
"1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656409"
"1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656425"
"1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656429"
"1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656433"
"1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656439"
"1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656442"
"1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656444"
"1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656448"
"1528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656465"
"1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656473"
"1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656483"
"1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656485"
"1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656488"
"1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656491"
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656492"
"1535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656498"
"1536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656500"
"1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656501"
"1538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656504"
"1539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656508"
"1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656523"
"1541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656529"
"1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656534"
"1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656539"
"1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656541"
"1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656548"
"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656549"
"1547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656552"
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656553"
"1549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656557"
"1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656571"
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102656575"
