"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"411125",1974.52585834288,0.214906503226921,0.0527059918571872,4.07745866559602,4.55306208233148e-05,0.00624237785140532
"413625",3087.69967592936,0.248500755434663,0.0737096731399527,3.37134523663989,0.000748020538923416,0.0460760570888531
"726631",1475.73493930905,0.262131637240079,0.0754218990976086,3.47553748150569,0.000509830742550862,0.0349196011577001
"102654640",1494.25185166408,0.273089717937543,0.0653366078535905,4.179735173113,2.91848767293129e-05,0.00446431331036056
"413805",859.856148507073,0.348162019715745,0.100257222303414,3.47268766994246,0.000515274619337651,0.0349312563536991
"724831",2632.82251701222,0.443970619524128,0.12919908740498,3.43632937694431,0.000589653630252947,0.0387492857397433
"551165",5322.18585600056,0.444106330066407,0.124081099554303,3.57916178742474,0.000344698032075894,0.0261457730445665
"107965179",473.330940637923,0.473611263474735,0.113146503319899,4.18582324312483,2.84134398531383e-05,0.00441997544020514
"411614",1022.76340748029,0.624072842364722,0.168735724495095,3.69852231489286,0.000216858287580584,0.0189554796515676
"102655054",256.616317307831,0.992880762382501,0.288991348995889,3.43567641672424,0.000591076487640451,0.0387492857397433
"413168",308.053215172637,1.07616405765195,0.28981325680721,3.71330169471108,0.000204572773198808,0.018589791212066
"724275",488.112500429104,1.85097382626423,0.476695500051937,3.88292699650523,0.000103206561342807,0.0121392847043224
